Algorithm,Total_Delay_D,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness,Converged_Status,Experiment,Variable_Value,Replicate,Replicate_Seed
cds-m,2.4695529186391774,4.332438118299011,2.4208831665730615,0.04866975206611571,0.9935879355555556,5973692.777017322,-5973700.792343797,"{'congested': True, 'oom': False}",arrival_rate,500,2,44
random-m,1.8669561999634414,4.326355592838098,1.8127065999634415,0.0542496,0.9847966533333333,4480051.66795109,-4480056.676376497,"{'congested': True, 'oom': False}",arrival_rate,500,2,44
greedy-m,1.8669561999634414,4.326355592838098,1.8127065999634415,0.0542496,0.9847966533333333,4480051.66795109,-4480056.676376497,"{'congested': True, 'oom': False}",arrival_rate,500,2,44
lego,2.4695529186391774,4.332438118299011,2.4208831665730615,0.04866975206611571,0.9935879355555556,5973692.777017322,-5973700.792343797,"{'congested': True, 'oom': False}",arrival_rate,500,2,44
drs,1.8657647999634415,4.326355592838098,1.8127065999634415,0.053058200000000014,0.9847966533333333,4480051.66795109,-4480056.670419497,"{'congested': True, 'oom': False}",arrival_rate,500,2,44
our,1.3469707025051598,3.0931727750429667,1.3047917227587158,0.04217897974644403,0.9487145066666667,433721.04560947785,-433724.68729021534,"{'congested': True, 'oom': False}",arrival_rate,600,2,44
ffd-m,3.176084797935427,4.317075980980157,3.123700500414766,0.05238429752066116,0.9815765066666666,7914177.751927905,-7914189.315275913,"{'congested': True, 'oom': False}",arrival_rate,600,2,44
cds-m,3.176084797935427,4.317075980980157,3.123700500414766,0.05238429752066116,0.9815765066666666,7914177.751927905,-7914189.315275913,"{'congested': True, 'oom': False}",arrival_rate,600,2,44
random-m,3.266503836596062,4.324686635988573,3.2115574178632795,0.05494641873278237,0.9802888733333334,9026825.023447646,-9026837.031280193,"{'congested': True, 'oom': False}",arrival_rate,600,2,44
greedy-m,1.9921989523639065,3.8502517691184597,1.9506336190305733,0.041565333333333336,0.9256394555555556,3503405.291320703,-3503411.4020636957,"{'congested': True, 'oom': False}",arrival_rate,600,2,44
lego,3.176084797935427,4.317075980980157,3.123700500414766,0.05238429752066116,0.9815765066666666,7914177.751927905,-7914189.315275913,"{'congested': True, 'oom': False}",arrival_rate,600,2,44
drs,3.2972330924829194,4.3262087669902565,3.243135536927364,0.05409755555555555,0.9847214133333333,6253069.372549459,-6253081.532506155,"{'congested': True, 'oom': False}",arrival_rate,600,2,44
our,2.265106645778525,3.21325192681625,2.2227150981594774,0.04239154761904762,0.9304438755555555,1450618.7268370937,-1450626.8391183957,"{'congested': True, 'oom': False}",arrival_rate,700,2,44
ffd-m,3.212132860000879,4.3169646783611775,3.1602667442984,0.05186611570247934,0.9815012666666667,11194279.568902193,-11194291.312601814,"{'congested': True, 'oom': False}",arrival_rate,700,2,44
cds-m,3.212132860000879,4.3169646783611775,3.1602667442984,0.05186611570247934,0.9815012666666667,11194279.568902193,-11194291.312601814,"{'congested': True, 'oom': False}",arrival_rate,700,2,44
random-m,2.7075149819835507,3.8501482027192875,2.6657511646852026,0.04176381729834791,0.9400756711111111,4694395.322369229,-4694405.009795936,"{'congested': True, 'oom': False}",arrival_rate,700,2,44
greedy-m,2.7075149819835507,3.8501482027192875,2.6657511646852026,0.04176381729834791,0.9400756711111111,4694395.322369229,-4694405.009795936,"{'congested': True, 'oom': False}",arrival_rate,700,2,44
lego,3.212132860000879,4.3169646783611775,3.1602667442984,0.05186611570247934,0.9815012666666667,11194279.568902193,-11194291.312601814,"{'congested': True, 'oom': False}",arrival_rate,700,2,44
drs,3.402436827857205,4.326103891384655,3.3491162564286334,0.053320571428571426,0.9846461733333334,8541516.644069202,-8541529.33014945,"{'congested': True, 'oom': False}",arrival_rate,700,2,44
our,0.2843647296011533,2.3717717265814944,0.2660126246514293,0.018352104949724,0.8718138688888889,138907.32939713396,-138906.37944905538,"{'congested': True, 'oom': False}",arrival_rate,800,2,44
ffd-m,3.526717973349356,4.317075980980157,3.47488822128324,0.0518297520661157,0.9815012666666667,13349915.932538552,-13349929.249052439,"{'congested': True, 'oom': False}",arrival_rate,800,2,44
cds-m,3.526717973349356,4.317075980980157,3.47488822128324,0.0518297520661157,0.9815012666666667,13349915.932538552,-13349929.249052439,"{'congested': True, 'oom': False}",arrival_rate,800,2,44
random-m,4.072991801876749,4.3262087669902565,4.019672659019606,0.053319142857142864,0.9846461733333334,10529806.67511773,-10529822.713867972,"{'congested': True, 'oom': False}",arrival_rate,800,2,44
greedy-m,2.815285563903286,3.8502517691184597,2.773512611522334,0.04177295238095238,0.9400756711111111,6067395.3223692365,-6067405.548545287,"{'congested': True, 'oom': False}",arrival_rate,800,2,44
lego,3.526717973349356,4.317075980980157,3.47488822128324,0.0518297520661157,0.9815012666666667,13349915.932538552,-13349929.249052439,"{'congested': True, 'oom': False}",arrival_rate,800,2,44
drs,4.072991801876749,4.3262087669902565,4.019672659019606,0.053319142857142864,0.9846461733333334,10529806.67511773,-10529822.713867972,"{'congested': True, 'oom': False}",arrival_rate,800,2,44
our,0.22576772377128032,3.873258330366512,0.17952923170778826,0.046238492063492065,0.8502909355555556,0.0,2.74441971151011,"{'congested': False, 'oom': False}",arrival_rate,200,3,45
ffd-m,0.3005852210995036,4.47005386537878,0.26787322109950357,0.032712000000000005,0.7634184222222222,0.0,2.9671277598812624,"{'congested': False, 'oom': False}",arrival_rate,200,3,45
cds-m,0.30375122109950364,4.47005386537878,0.2678732210995036,0.035878,0.7634184222222222,0.0,2.951297759881262,"{'congested': False, 'oom': False}",arrival_rate,200,3,45
random-m,0.32082255443283697,4.47005386537878,0.2678732210995036,0.052949333333333334,0.7634184222222222,0.0,2.8659410932145954,"{'congested': False, 'oom': False}",arrival_rate,200,3,45
greedy-m,0.31257088776617026,4.47005386537878,0.2678732210995036,0.04469766666666666,0.7634184222222222,0.0,2.907199426547929,"{'congested': False, 'oom': False}",arrival_rate,200,3,45
lego,0.30375122109950364,4.47005386537878,0.2678732210995036,0.035878,0.7634184222222222,0.0,2.951297759881262,"{'congested': False, 'oom': False}",arrival_rate,200,3,45
drs,0.31899255443283697,4.47005386537878,0.2678732210995036,0.05111933333333333,0.7634184222222222,0.0,2.8750910932145954,"{'congested': False, 'oom': False}",arrival_rate,200,3,45
our,0.07166085983629672,3.0961169456199142,0.035668276226784534,0.035992583609512185,0.98287008,1000.0,-997.2621873535616,"{'congested': True, 'oom': False}",arrival_rate,300,3,45
ffd-m,0.6699157437255479,4.4476634479728165,0.6233490770588812,0.04656666666666667,0.9431284111111111,154961.48608126346,-154960.38799653412,"{'congested': True, 'oom': False}",arrival_rate,300,3,45
cds-m,0.2285103268156083,4.112943540300553,0.19052143792671938,0.03798888888888889,0.9563522333333333,1000.0,-997.0296080937775,"{'congested': True, 'oom': False}",arrival_rate,300,3,45
random-m,0.6554566912991233,4.435487828184546,0.6075541516165837,0.04790253968253969,0.9299045888888889,154961.48608126346,-154960.32787689177,"{'congested': True, 'oom': False}",arrival_rate,300,3,45
greedy-m,0.7533475408510281,4.438531733131613,0.7058280964065836,0.04751944444444444,0.9677187822222222,154961.48608126346,-154960.8142872346,"{'congested': True, 'oom': False}",arrival_rate,300,3,45
lego,0.2285103268156083,4.112943540300553,0.19052143792671938,0.03798888888888889,0.9563522333333333,1000.0,-997.0296080937775,"{'congested': True, 'oom': False}",arrival_rate,300,3,45
drs,0.7609204575176948,4.4488434377807575,0.7058280964065836,0.05509236111111111,0.9809426044444445,253928.94221516958,-253928.29797401937,"{'congested': True, 'oom': False}",arrival_rate,300,3,45
our,0.08117808532391424,3.093377168015226,0.04472654633260253,0.03645153899131172,0.9845084622222222,1000.0,-997.3125132586043,"{'congested': True, 'oom': False}",arrival_rate,400,3,45
ffd-m,1.1725631859913845,4.4087695176289365,1.1116158526580513,0.06094733333333334,0.9804435044444444,1658892.790488761,-1658894.2445351733,"{'congested': True, 'oom': False}",arrival_rate,400,3,45
cds-m,1.1550368526580512,4.4087695176289365,1.1116158526580513,0.043421,0.9804435044444444,1658892.790488761,-1658894.1569035065,"{'congested': True, 'oom': False}",arrival_rate,400,3,45
random-m,1.2050088109638097,4.412545268969729,1.1525825763959086,0.05242623456790123,0.9169290066666667,1658892.790488761,-1658894.4029875468,"{'congested': True, 'oom': False}",arrival_rate,400,3,45
greedy-m,1.2050088109638097,4.412545268969729,1.1525825763959086,0.05242623456790123,0.9169290066666667,1658892.790488761,-1658894.4029875468,"{'congested': True, 'oom': False}",arrival_rate,400,3,45
lego,1.1550368526580512,4.4087695176289365,1.1116158526580513,0.043421,0.9804435044444444,1658892.790488761,-1658894.1569035065,"{'congested': True, 'oom': False}",arrival_rate,400,3,45
drs,1.2036430702230692,4.412545268969729,1.1525825763959086,0.05106049382716049,0.9169290066666667,1658892.790488761,-1658894.396158843,"{'congested': True, 'oom': False}",arrival_rate,400,3,45
our,0.08371320694092481,3.10924003657147,0.048002182025099885,0.035711024915824924,0.9488672488888888,1000.0,-997.3093259981332,"{'congested': True, 'oom': False}",arrival_rate,500,3,45
ffd-m,2.9053648408573305,4.390310834108932,2.846340378047413,0.05902446280991735,0.9803321933333333,4343019.001295414,-4343029.137808784,"{'congested': True, 'oom': False}",arrival_rate,500,3,45
cds-m,3.972171368484256,4.4003314049003075,3.920133501817589,0.05203786666666666,0.9816558977777777,2237892.790488761,-2237908.2510141986,"{'congested': True, 'oom': False}",arrival_rate,500,3,45
random-m,2.9104541564112005,4.398018965486913,2.8626842390558287,0.0477699173553719,0.97907648,5455688.7781046145,-5455698.932356431,"{'congested': True, 'oom': False}",arrival_rate,500,3,45
greedy-m,3.972171368484256,4.4003314049003075,3.920133501817589,0.05203786666666666,0.9816558977777777,2237892.790488761,-2237908.2510141986,"{'congested': True, 'oom': False}",arrival_rate,500,3,45
lego,3.972171368484256,4.4003314049003075,3.920133501817589,0.05203786666666666,0.9816558977777777,2237892.790488761,-2237908.2510141986,"{'congested': True, 'oom': False}",arrival_rate,500,3,45
drs,3.972171368484256,4.4003314049003075,3.920133501817589,0.05203786666666666,0.9816558977777777,2237892.790488761,-2237908.2510141986,"{'congested': True, 'oom': False}",arrival_rate,500,3,45
our,0.09319730484138763,2.957590916411744,0.05641905484138762,0.03677825000000001,0.9761908688888888,1000.0,-997.5083956077953,"{'congested': True, 'oom': False}",arrival_rate,600,3,45
ffd-m,3.3303979553591536,4.400274077112154,3.2782119553591538,0.052185999999999996,0.9444777333333333,6450694.696563837,-6450706.948279537,"{'congested': True, 'oom': False}",arrival_rate,600,3,45
cds-m,2.4090030771960813,4.406645657499741,2.3542124521960814,0.054790625,0.9206774977777777,3467408.5168057103,-3467416.1551754386,"{'congested': True, 'oom': False}",arrival_rate,600,3,45
random-m,2.4091093271960813,4.4172649581457195,2.3542124521960814,0.054896875000000005,0.93390132,3467408.5168057103,-3467416.145087388,"{'congested': True, 'oom': False}",arrival_rate,600,3,45
greedy-m,2.4090030771960813,4.406645657499741,2.3542124521960814,0.054790625,0.9206774977777777,3467408.5168057103,-3467416.1551754386,"{'congested': True, 'oom': False}",arrival_rate,600,3,45
lego,2.4090030771960813,4.406645657499741,2.3542124521960814,0.054790625,0.9206774977777777,3467408.5168057103,-3467416.1551754386,"{'congested': True, 'oom': False}",arrival_rate,600,3,45
drs,3.330107955359154,4.400274077112153,3.2782119553591538,0.051896,0.9299981977777778,7563364.473373039,-7563376.7236387385,"{'congested': True, 'oom': False}",arrival_rate,600,3,45
our,0.10899617039838298,2.8522831712691117,0.07222860123738525,0.03676756916099773,0.9183908711111111,1000.0,-997.6926976807229,"{'congested': True, 'oom': False}",arrival_rate,700,3,45
ffd-m,3.465472001096544,4.400233128692043,3.404584001096544,0.060888,0.9444344133333333,9660564.473373039,-9660577.400499916,"{'congested': True, 'oom': False}",arrival_rate,700,3,45
cds-m,2.4259209289336727,4.395979517004721,2.370768879613945,0.05515204931972789,0.9363694266666667,4394818.396821579,-4394826.130446707,"{'congested': True, 'oom': False}",arrival_rate,700,3,45
random-m,4.004177895065305,4.4030688698169245,3.9487352142892904,0.05544268077601411,0.9325342955555556,6302420.268846626,-6302435.886667232,"{'congested': True, 'oom': False}",arrival_rate,700,3,45
greedy-m,2.4259209289336727,4.395979517004721,2.370768879613945,0.05515204931972789,0.9363694266666667,4394818.396821579,-4394826.130446707,"{'congested': True, 'oom': False}",arrival_rate,700,3,45
lego,2.4259209289336727,4.395979517004721,2.370768879613945,0.05515204931972789,0.9363694266666667,4394818.396821579,-4394826.130446707,"{'congested': True, 'oom': False}",arrival_rate,700,3,45
drs,4.004177895065305,4.4030688698169245,3.9487352142892904,0.05544268077601411,0.9325342955555556,6302420.268846626,-6302435.886667232,"{'congested': True, 'oom': False}",arrival_rate,700,3,45
our,0.12644189981684173,2.7759740436152573,0.09064428109132121,0.035797618725520515,0.9490372888888889,1000.0,-997.856235455469,"{'congested': True, 'oom': False}",arrival_rate,800,3,45
ffd-m,3.993358320151282,4.400274077112153,3.9493489868179488,0.04400933333333333,0.9878297,9452674.830819044,-9452690.397336569,"{'congested': True, 'oom': False}",arrival_rate,800,3,45
cds-m,3.541468036615589,4.396026356853762,3.4864831407822554,0.05498489583333335,0.9363261066666667,5715215.690096748,-5715229.001410575,"{'congested': True, 'oom': False}",arrival_rate,800,3,45
random-m,3.53676932905386,4.4031058906177485,3.4864831407822554,0.05028618827160494,0.9387947377777778,9105624.281230763,-9105637.561971517,"{'congested': True, 'oom': False}",arrival_rate,800,3,45
greedy-m,3.541468036615589,4.396026356853762,3.4864831407822554,0.05498489583333335,0.9363261066666667,5715215.690096748,-5715229.001410575,"{'congested': True, 'oom': False}",arrival_rate,800,3,45
lego,3.541468036615589,4.396026356853762,3.4864831407822554,0.05498489583333335,0.9363261066666667,5715215.690096748,-5715229.001410575,"{'congested': True, 'oom': False}",arrival_rate,800,3,45
drs,4.003358091756221,4.4031058906177485,3.9493489868179488,0.054009104938271615,0.9324909755555556,10660420.26884662,-10660435.882531188,"{'congested': True, 'oom': False}",arrival_rate,800,3,45
our,0.08840077912407832,3.1709020374039905,0.051358738811657055,0.03704204031242126,0.89903154,1000.0,-997.2711018582164,"{'congested': True, 'oom': False}",arrival_rate,200,4,46
ffd-m,0.259210457037452,4.4322714813232125,0.21915045703745198,0.040060000000000005,0.9815947333333334,0.0,3.1362191961359525,"{'congested': False, 'oom': False}",arrival_rate,200,4,46
cds-m,0.259210457037452,4.4322714813232125,0.21915045703745198,0.040060000000000005,0.9815947333333334,0.0,3.1362191961359525,"{'congested': False, 'oom': False}",arrival_rate,200,4,46
random-m,0.2636983282013249,4.417425080420095,0.21202182820132487,0.05167650000000001,0.9683709111111111,0.0,3.0989334394134707,"{'congested': False, 'oom': False}",arrival_rate,200,4,46
greedy-m,0.45846426265556695,4.447117882226329,0.40646359598890025,0.052000666666666674,0.9180802355555555,0.0,2.1547965689484943,"{'congested': False, 'oom': False}",arrival_rate,200,4,46
lego,0.259210457037452,4.4322714813232125,0.21915045703745198,0.040060000000000005,0.9815947333333334,0.0,3.1362191961359525,"{'congested': False, 'oom': False}",arrival_rate,200,4,46
drs,0.2671711994688447,4.427353069566219,0.2118091994688447,0.05536200000000001,0.9683709111111111,0.0,3.091497072221995,"{'congested': False, 'oom': False}",arrival_rate,200,4,46
our,0.10626391768305032,3.155263453584543,0.06926462889776154,0.03699928878528879,0.9704560177777778,1000.0,-997.3760561348307,"{'congested': True, 'oom': False}",arrival_rate,300,4,46
ffd-m,1.4401379066346844,4.426932528353528,1.3900447093557728,0.05009319727891157,0.9839923,1174937.9481591193,-1174940.7219161242,"{'congested': True, 'oom': False}",arrival_rate,300,4,46
cds-m,0.7037314193837474,3.777790797510729,0.6729953649619786,0.03073605442176871,0.9204778022222222,10562.29928257244,-10562.040148871847,"{'congested': True, 'oom': False}",arrival_rate,300,4,46
random-m,0.9680439660894933,4.40588048897768,0.9142308141620556,0.05381315192743765,0.9719808711111111,1165375.6488765469,-1165376.0832158884,"{'congested': True, 'oom': False}",arrival_rate,300,4,46
greedy-m,1.4328627612325602,4.416406508665604,1.3837607204162337,0.04910204081632653,0.9707684777777777,1174937.9481591193,-1174940.6960664168,"{'congested': True, 'oom': False}",arrival_rate,300,4,46
lego,0.7037314193837474,3.777790797510729,0.6729953649619786,0.03073605442176871,0.9204778022222222,10562.29928257244,-10562.040148871847,"{'congested': True, 'oom': False}",arrival_rate,300,4,46
drs,1.43129821096801,4.416406508665604,1.3837607204162337,0.04753749055177627,0.9707684777777777,1174937.9481591193,-1174940.6882436655,"{'congested': True, 'oom': False}",arrival_rate,300,4,46
our,0.12318716456991034,2.998597841382891,0.08807356394632758,0.035113600623582764,0.9480762777777778,1000.0,-997.6173379814667,"{'congested': True, 'oom': False}",arrival_rate,400,4,46
ffd-m,3.4894656909714903,4.305457349370738,3.4353106433524427,0.05415504761904762,0.9804945666666667,2626158.845216733,-2626171.9870878384,"{'congested': True, 'oom': False}",arrival_rate,400,4,46
cds-m,3.4894656909714903,4.305457349370738,3.4353106433524427,0.05415504761904762,0.9804945666666667,2626158.845216733,-2626171.9870878384,"{'congested': True, 'oom': False}",arrival_rate,400,4,46
random-m,1.7245970603119676,4.36805863158589,1.6759481714230786,0.048648888888888894,0.9220961088888889,1952567.255462708,-1952571.5103893778,"{'congested': True, 'oom': False}",arrival_rate,400,4,46
greedy-m,1.7245970603119676,4.36805863158589,1.6759481714230786,0.048648888888888894,0.9220961088888889,1952567.255462708,-1952571.5103893778,"{'congested': True, 'oom': False}",arrival_rate,400,4,46
lego,3.4894656909714903,4.305457349370738,3.4353106433524427,0.05415504761904762,0.9804945666666667,2626158.845216733,-2626171.9870878384,"{'congested': True, 'oom': False}",arrival_rate,400,4,46
drs,2.2438092595495434,4.353212230682774,2.19027192621621,0.05353733333333334,0.8799132155555556,2626158.845216733,-2626165.7110508,"{'congested': True, 'oom': False}",arrival_rate,400,4,46
our,0.3930891498327227,3.0282580272355992,0.3554074485477643,0.03768170128495842,0.9442938377777778,1000.0,-998.937187721928,"{'congested': True, 'oom': False}",arrival_rate,500,4,46
ffd-m,3.8546909916155587,4.3034908381797266,3.7999087693933364,0.054782222222222225,0.9816045,3894217.0306575,-3894232.00062162,"{'congested': True, 'oom': False}",arrival_rate,500,4,46
cds-m,3.8546909916155587,4.3034908381797266,3.7999087693933364,0.054782222222222225,0.9816045,3894217.0306575,-3894232.00062162,"{'congested': True, 'oom': False}",arrival_rate,500,4,46
random-m,2.9688605352012454,4.35233516329601,2.9183166463123564,0.05054388888888889,0.9232379622222222,3794369.9908262077,-3794380.4827937204,"{'congested': True, 'oom': False}",arrival_rate,500,4,46
greedy-m,3.7975184210162585,4.35233516329601,3.7449450876829253,0.05257333333333333,0.8942469711111111,5026428.176266979,-5026442.811523921,"{'congested': True, 'oom': False}",arrival_rate,500,4,46
lego,3.8546909916155587,4.3034908381797266,3.7999087693933364,0.054782222222222225,0.9816045,3894217.0306575,-3894232.00062162,"{'congested': True, 'oom': False}",arrival_rate,500,4,46
drs,2.9688605352012454,4.35233516329601,2.9183166463123564,0.05054388888888889,0.9232379622222222,3794369.9908262077,-3794380.4827937204,"{'congested': True, 'oom': False}",arrival_rate,500,4,46
our,0.9025519697891246,2.891886960257178,0.8660746182121302,0.03647735157699443,0.9099223022222223,274066.6952754612,-274068.3161483499,"{'congested': True, 'oom': False}",arrival_rate,600,4,46
ffd-m,4.227553812216628,4.311526906835853,4.172438846230233,0.05511496598639455,0.9324237577777778,6584524.863307131,-6584541.689549286,"{'congested': True, 'oom': False}",arrival_rate,600,4,46
cds-m,4.227553812216628,4.311526906835853,4.172438846230233,0.05511496598639455,0.9324237577777778,6584524.863307131,-6584541.689549286,"{'congested': True, 'oom': False}",arrival_rate,600,4,46
random-m,3.400082735508956,4.3393171227338,3.351308295599659,0.04877443990929706,0.9243798155555556,7315870.3930695215,-7315883.054166077,"{'congested': True, 'oom': False}",arrival_rate,600,4,46
greedy-m,3.404946519768441,4.353212230682774,3.356837213645992,0.04810930612244898,0.8885686755555555,8142284.338361471,-8142297.009881839,"{'congested': True, 'oom': False}",arrival_rate,600,4,46
lego,4.227553812216628,4.311526906835853,4.172438846230233,0.05511496598639455,0.9324237577777778,6584524.863307131,-6584541.689549286,"{'congested': True, 'oom': False}",arrival_rate,600,4,46
drs,3.392195430028535,4.336270908341047,3.340250459506993,0.05194497052154195,0.9256355288888889,7214192.7486074455,-7214205.373313688,"{'congested': True, 'oom': False}",arrival_rate,600,4,46
our,0.07773483000521132,2.4760576898934663,0.05145558552578502,0.026279244479426304,0.9773815377777778,2000.0,-1997.9126164601325,"{'congested': True, 'oom': False}",arrival_rate,700,4,46
ffd-m,4.2293458710341545,4.293236402338412,4.174393490081774,0.05495238095238096,0.9838243666666666,8953524.86330713,-8953541.716800082,"{'congested': True, 'oom': False}",arrival_rate,700,4,46
cds-m,4.2293458710341545,4.293236402338412,4.174393490081774,0.05495238095238096,0.9838243666666666,8953524.86330713,-8953541.716800082,"{'congested': True, 'oom': False}",arrival_rate,700,4,46
random-m,3.411792309535434,4.353838707387605,3.3655635644957513,0.04622874503968253,0.9029343511111111,12201466.677866364,-12201479.382989204,"{'congested': True, 'oom': False}",arrival_rate,700,4,46
greedy-m,3.413490126995751,4.353838707387605,3.3655635644957513,0.04792656249999999,0.9174138866666667,11227880.623158313,-11227893.33677024,"{'congested': True, 'oom': False}",arrival_rate,700,4,46
lego,4.2293458710341545,4.293236402338412,4.174393490081774,0.05495238095238096,0.9838243666666666,8953524.86330713,-8953541.716800082,"{'congested': True, 'oom': False}",arrival_rate,700,4,46
drs,3.405944732622576,4.341718246377766,3.3601780411543216,0.04576669146825397,0.8897105288888889,12201466.677866364,-12201479.365871781,"{'congested': True, 'oom': False}",arrival_rate,700,4,46
our,1.0799806681002089,2.9849572692299597,1.042874464396505,0.03710620370370371,0.8964209177777778,1088009.831048532,-1088012.2459946033,"{'congested': True, 'oom': False}",arrival_rate,800,4,46
ffd-m,2.6628044964311877,3.691221154216647,2.6261923542335883,0.036612142197599264,0.9297445888888889,11017284.07722415,-11017293.700025478,"{'congested': True, 'oom': False}",arrival_rate,800,4,46
cds-m,2.6628044964311877,3.691221154216647,2.6261923542335883,0.036612142197599264,0.9297445888888889,11017284.07722415,-11017293.700025478,"{'congested': True, 'oom': False}",arrival_rate,800,4,46
random-m,2.490297894399793,3.613239429844044,2.451192354233588,0.039105540166204975,0.9297445888888889,8103062.962663203,-8103071.8009132445,"{'congested': True, 'oom': False}",arrival_rate,800,4,46
