Algorithm,Total_Delay_D,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness,Converged_Status,Experiment,Variable_Value,Replicate,Replicate_Seed
greedy-m,2.4870754530397194,3.6030009292500633,2.4475145112114647,0.03956094182825484,0.9165207666666667,8103062.962663203,-8103071.795039538,"{'congested': True, 'oom': False}",arrival_rate,800,4,46
lego,2.6628044964311877,3.691221154216647,2.6261923542335883,0.036612142197599264,0.9297445888888889,11017284.07722415,-11017293.700025478,"{'congested': True, 'oom': False}",arrival_rate,800,4,46
drs,2.6628044964311877,3.691221154216647,2.6261923542335883,0.036612142197599264,0.9297445888888889,11017284.07722415,-11017293.700025478,"{'congested': True, 'oom': False}",arrival_rate,800,4,46
our,0.05213398586510591,2.68439899881202,0.02920859080337751,0.0229253950617284,0.9572349,1000.0,-997.5762709305135,"{'congested': True, 'oom': False}",arrival_rate,200,5,47
ffd-m,0.6391768263703531,4.478123272150138,0.5930768263703531,0.04610000000000001,0.9648200911111111,140665.21743392674,-140663.93519478643,"{'congested': True, 'oom': False}",arrival_rate,200,5,47
cds-m,0.6357198154369543,4.466860930564082,0.5916198154369543,0.044100000000000014,0.9648200911111111,140665.21743392674,-140663.92917207335,"{'congested': True, 'oom': False}",arrival_rate,200,5,47
random-m,0.6346260654369543,4.466860930564082,0.5916198154369543,0.04300625,0.9648200911111111,140665.21743392674,-140663.92370332335,"{'congested': True, 'oom': False}",arrival_rate,200,5,47
greedy-m,0.6374843987702875,4.466860930564082,0.5916198154369542,0.04586458333333334,0.9648200911111111,140665.21743392674,-140663.93799499003,"{'congested': True, 'oom': False}",arrival_rate,200,5,47
lego,0.6357198154369543,4.466860930564082,0.5916198154369543,0.044100000000000014,0.9648200911111111,140665.21743392674,-140663.92917207335,"{'congested': True, 'oom': False}",arrival_rate,200,5,47
drs,0.6403149543258431,4.466860930564082,0.5916198154369542,0.048695138888888906,0.9648200911111111,140665.21743392674,-140663.9521477678,"{'congested': True, 'oom': False}",arrival_rate,200,5,47
our,0.0617570455755187,2.730933626903779,0.03858581471472217,0.023171230860796522,0.8455874555555556,1000.0,-997.5778516009738,"{'congested': True, 'oom': False}",arrival_rate,300,5,47
ffd-m,2.1004223162183777,4.356828161606519,2.0524889828850443,0.047933333333333335,0.9860585088888889,1393315.5205514347,-1393321.6658348541,"{'congested': True, 'oom': False}",arrival_rate,300,5,47
cds-m,2.1004223162183777,4.356828161606519,2.0524889828850443,0.047933333333333335,0.9860585088888889,1393315.5205514347,-1393321.6658348541,"{'congested': True, 'oom': False}",arrival_rate,300,5,47
random-m,2.1004223162183777,4.356828161606519,2.0524889828850443,0.047933333333333335,0.9860585088888889,1393315.5205514347,-1393321.6658348541,"{'congested': True, 'oom': False}",arrival_rate,300,5,47
greedy-m,2.1004223162183777,4.356828161606519,2.0524889828850443,0.047933333333333335,0.9860585088888889,1393315.5205514347,-1393321.6658348541,"{'congested': True, 'oom': False}",arrival_rate,300,5,47
lego,2.1004223162183777,4.356828161606519,2.0524889828850443,0.047933333333333335,0.9860585088888889,1393315.5205514347,-1393321.6658348541,"{'congested': True, 'oom': False}",arrival_rate,300,5,47
drs,2.1004223162183777,4.356828161606519,2.0524889828850443,0.047933333333333335,0.9860585088888889,1393315.5205514347,-1393321.6658348541,"{'congested': True, 'oom': False}",arrival_rate,300,5,47
our,0.07704843561427144,2.7422977014978187,0.05421657450316033,0.022831861111111115,0.9869654222222223,1000.0,-997.6429444765736,"{'congested': True, 'oom': False}",arrival_rate,400,5,47
ffd-m,3.765667608744875,4.35678907990455,3.717717608744875,0.04795,0.9860585088888889,3280758.6387028173,-3280773.110251781,"{'congested': True, 'oom': False}",arrival_rate,400,5,47
cds-m,3.765667608744875,4.35678907990455,3.717717608744875,0.04795,0.9860585088888889,3280758.6387028173,-3280773.110251781,"{'congested': True, 'oom': False}",arrival_rate,400,5,47
random-m,3.765667608744875,4.35678907990455,3.717717608744875,0.04795,0.9860585088888889,3280758.6387028173,-3280773.110251781,"{'congested': True, 'oom': False}",arrival_rate,400,5,47
greedy-m,3.765667608744875,4.35678907990455,3.717717608744875,0.04795,0.9860585088888889,3280758.6387028173,-3280773.110251781,"{'congested': True, 'oom': False}",arrival_rate,400,5,47
lego,3.765667608744875,4.35678907990455,3.717717608744875,0.04795,0.9860585088888889,3280758.6387028173,-3280773.110251781,"{'congested': True, 'oom': False}",arrival_rate,400,5,47
drs,3.765667608744875,4.35678907990455,3.717717608744875,0.04795,0.9860585088888889,3280758.6387028173,-3280773.110251781,"{'congested': True, 'oom': False}",arrival_rate,400,5,47
our,0.06738183942403969,2.7047189916836567,0.044097260814818226,0.023284578609221472,0.9885632088888889,1000.0,-997.6321902054366,"{'congested': True, 'oom': False}",arrival_rate,500,5,47
ffd-m,3.85302857780077,4.357301644060518,3.805135244467437,0.04789333333333333,0.9860585088888889,5815425.305369488,-5815440.213210733,"{'congested': True, 'oom': False}",arrival_rate,500,5,47
cds-m,3.85302857780077,4.357301644060518,3.805135244467437,0.04789333333333333,0.9860585088888889,5815425.305369488,-5815440.213210733,"{'congested': True, 'oom': False}",arrival_rate,500,5,47
random-m,3.85302857780077,4.357301644060518,3.805135244467437,0.04789333333333333,0.9860585088888889,5815425.305369488,-5815440.213210733,"{'congested': True, 'oom': False}",arrival_rate,500,5,47
greedy-m,3.85302857780077,4.357301644060518,3.805135244467437,0.04789333333333333,0.9860585088888889,5815425.305369488,-5815440.213210733,"{'congested': True, 'oom': False}",arrival_rate,500,5,47
lego,3.85302857780077,4.357301644060518,3.805135244467437,0.04789333333333333,0.9860585088888889,5815425.305369488,-5815440.213210733,"{'congested': True, 'oom': False}",arrival_rate,500,5,47
drs,3.85302857780077,4.357301644060518,3.805135244467437,0.04789333333333333,0.9860585088888889,5815425.305369488,-5815440.213210733,"{'congested': True, 'oom': False}",arrival_rate,500,5,47
our,0.0672577963333454,2.5866901640825892,0.0442287269833832,0.0230290693499622,0.8922822977777778,1000.0,-997.7495988175841,"{'congested': True, 'oom': False}",arrival_rate,600,5,47
ffd-m,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,8474303.117645636,-8474324.000606555,"{'congested': True, 'oom': False}",arrival_rate,600,5,47
cds-m,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,8474303.117645636,-8474324.000606555,"{'congested': True, 'oom': False}",arrival_rate,600,5,47
random-m,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,8474303.117645636,-8474324.000606555,"{'congested': True, 'oom': False}",arrival_rate,600,5,47
greedy-m,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,8474303.117645636,-8474324.000606555,"{'congested': True, 'oom': False}",arrival_rate,600,5,47
lego,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,8474303.117645636,-8474324.000606555,"{'congested': True, 'oom': False}",arrival_rate,600,5,47
drs,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,8474303.117645636,-8474324.000606555,"{'congested': True, 'oom': False}",arrival_rate,600,5,47
our,0.08275744765923487,2.481340823281483,0.05987044911116026,0.02288699854807462,0.9412390555555555,1000.0,-997.9324464150147,"{'congested': True, 'oom': False}",arrival_rate,700,5,47
ffd-m,5.047942857142857,4.356805829205394,5.0,0.04794285714285715,0.9860585088888889,11404969.78431229,-11404990.667220745,"{'congested': True, 'oom': False}",arrival_rate,700,5,47
cds-m,5.047942857142857,4.356805829205394,5.0,0.04794285714285715,0.9860585088888889,11404969.78431229,-11404990.667220745,"{'congested': True, 'oom': False}",arrival_rate,700,5,47
random-m,5.047942857142857,4.356805829205394,5.0,0.04794285714285715,0.9860585088888889,11404969.78431229,-11404990.667220745,"{'congested': True, 'oom': False}",arrival_rate,700,5,47
greedy-m,5.047942857142857,4.356805829205394,5.0,0.04794285714285715,0.9860585088888889,11404969.78431229,-11404990.667220745,"{'congested': True, 'oom': False}",arrival_rate,700,5,47
lego,5.047942857142857,4.356805829205394,5.0,0.04794285714285715,0.9860585088888889,11404969.78431229,-11404990.667220745,"{'congested': True, 'oom': False}",arrival_rate,700,5,47
drs,5.047942857142857,4.356805829205394,5.0,0.04794285714285715,0.9860585088888889,11404969.78431229,-11404990.667220745,"{'congested': True, 'oom': False}",arrival_rate,700,5,47
our,0.1183412126427887,2.4896017558140238,0.0959959745475506,0.022345238095238095,0.9680781622222222,1000.0,-998.1021043073999,"{'congested': True, 'oom': False}",arrival_rate,800,5,47
ffd-m,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,14315636.450978953,-14315657.333939873,"{'congested': True, 'oom': False}",arrival_rate,800,5,47
cds-m,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,14315636.450978953,-14315657.333939873,"{'congested': True, 'oom': False}",arrival_rate,800,5,47
random-m,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,14315636.450978953,-14315657.333939873,"{'congested': True, 'oom': False}",arrival_rate,800,5,47
greedy-m,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,14315636.450978953,-14315657.333939873,"{'congested': True, 'oom': False}",arrival_rate,800,5,47
lego,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,14315636.450978953,-14315657.333939873,"{'congested': True, 'oom': False}",arrival_rate,800,5,47
drs,5.04795,4.35678907990455,5.0,0.04795,0.9860585088888889,14315636.450978953,-14315657.333939873,"{'congested': True, 'oom': False}",arrival_rate,800,5,47
our,0.14425841603051054,3.782549578470111,0.09029261566575182,0.053965800364758704,0.9781579422222222,0.0,3.0612574983175582,"{'congested': False, 'oom': False}",arrival_rate,200,6,48
ffd-m,0.24037498777839875,4.397208473564408,0.21437498777839875,0.025999999999999995,0.7167377066666667,0.0,3.1953335346724145,"{'congested': False, 'oom': False}",arrival_rate,200,6,48
cds-m,0.24330832111173206,4.397208473564408,0.21437498777839872,0.028933333333333335,0.7167377066666667,0.0,3.1806668680057477,"{'congested': False, 'oom': False}",arrival_rate,200,6,48
random-m,0.2694327655561765,4.397208473564408,0.21437498777839872,0.05505777777777779,0.7167377066666667,0.0,3.0500446457835255,"{'congested': False, 'oom': False}",arrival_rate,200,6,48
greedy-m,0.2684416544450654,4.397208473564408,0.21437498777839872,0.054066666666666666,0.7167377066666667,0.0,3.055000201339081,"{'congested': False, 'oom': False}",arrival_rate,200,6,48
lego,0.24330832111173206,4.397208473564408,0.21437498777839872,0.028933333333333335,0.7167377066666667,0.0,3.1806668680057477,"{'congested': False, 'oom': False}",arrival_rate,200,6,48
drs,0.2710327655561765,4.397208473564408,0.21437498777839872,0.05665777777777778,0.7167377066666667,0.0,3.0420446457835255,"{'congested': False, 'oom': False}",arrival_rate,200,6,48
our,0.14901845318256735,3.4861906043571227,0.09467063572224987,0.05434781746031746,0.8971812488888888,0.0,2.741098338444286,"{'congested': False, 'oom': False}",arrival_rate,300,6,48
ffd-m,0.6404303347683137,4.387336131905934,0.5772436681016471,0.06318666666666665,0.9637864488888889,27411.177768961963,-27409.9925845039,"{'congested': True, 'oom': False}",arrival_rate,300,6,48
cds-m,0.6463029379788607,4.39756365252808,0.5827296046455275,0.06357333333333332,0.9002719511111111,307411.177768962,-307410.01171999937,"{'congested': True, 'oom': False}",arrival_rate,300,6,48
random-m,0.6370124617883847,4.39756365252808,0.5827296046455275,0.054282857142857154,0.9002719511111111,307411.177768962,-307409.9652676184,"{'congested': True, 'oom': False}",arrival_rate,300,6,48
greedy-m,0.6367600128087928,4.39756365252808,0.5827296046455275,0.05403040816326531,0.9002719511111111,307411.177768962,-307409.96400537353,"{'congested': True, 'oom': False}",arrival_rate,300,6,48
lego,0.6463029379788607,4.39756365252808,0.5827296046455275,0.06357333333333332,0.9002719511111111,307411.177768962,-307410.01171999937,"{'congested': True, 'oom': False}",arrival_rate,300,6,48
drs,0.6420689924006295,4.39756365252808,0.5827296046455275,0.059339387755102044,0.9770102711111112,27411.177768961963,-27409.99055027144,"{'congested': True, 'oom': False}",arrival_rate,300,6,48
our,0.11015030201799253,3.3329829121601025,0.06738046074815127,0.04276984126984127,0.9647880644444444,1000.0,-997.2177685979299,"{'congested': True, 'oom': False}",arrival_rate,400,6,48
ffd-m,0.8372601642028592,4.376753432320113,0.7782023864250814,0.059057777777777785,0.9805883111111111,497411.17776896193,-497410.9873163506,"{'congested': True, 'oom': False}",arrival_rate,400,6,48
cds-m,0.8372601642028592,4.376753432320113,0.7782023864250814,0.059057777777777785,0.9805883111111111,497411.17776896193,-497410.9873163506,"{'congested': True, 'oom': False}",arrival_rate,400,6,48
random-m,0.7705881311790842,4.366525911697966,0.718194995376615,0.05239313580246913,0.9673644888888889,497411.17776896193,-497410.6641837061,"{'congested': True, 'oom': False}",arrival_rate,400,6,48
greedy-m,0.9604607720663999,4.361463647684227,0.9066637720663999,0.053797,0.8906261688888889,454077.50647812604,-454077.9473183387,"{'congested': True, 'oom': False}",arrival_rate,400,6,48
lego,0.8372601642028592,4.376753432320113,0.7782023864250814,0.059057777777777785,0.9805883111111111,497411.17776896193,-497410.9873163506,"{'congested': True, 'oom': False}",arrival_rate,400,6,48
drs,0.8326504851905135,4.376753432320113,0.7782023864250814,0.0544480987654321,0.9805883111111111,497411.17776896193,-497410.96426795557,"{'congested': True, 'oom': False}",arrival_rate,400,6,48
our,0.11428173804453562,3.3731038513016602,0.07220317111363102,0.0420785669309046,0.9776636977777777,1000.0,-997.198304838921,"{'congested': True, 'oom': False}",arrival_rate,500,6,48
ffd-m,1.2586405372172942,4.311795526119131,1.1931833471346496,0.06545719008264463,0.9722301622222222,703093.7784111733,-703095.7598183332,"{'congested': True, 'oom': False}",arrival_rate,500,6,48
cds-m,1.2586405372172942,4.311795526119131,1.1931833471346496,0.06545719008264463,0.9722301622222222,703093.7784111733,-703095.7598183332,"{'congested': True, 'oom': False}",arrival_rate,500,6,48
random-m,1.2649792147365733,4.352700470389369,1.2086934273169223,0.05628578741965106,0.9351633088888889,1129926.7737870035,-1129928.7459826067,"{'congested': True, 'oom': False}",arrival_rate,500,6,48
greedy-m,1.2617072565180243,4.369746338092944,1.2086934273169223,0.05301382920110191,0.9483871311111111,1499635.7559968834,-1499637.6947868278,"{'congested': True, 'oom': False}",arrival_rate,500,6,48
lego,1.2586405372172942,4.311795526119131,1.1931833471346496,0.06545719008264463,0.9722301622222222,703093.7784111733,-703095.7598183332,"{'congested': True, 'oom': False}",arrival_rate,500,6,48
drs,0.8774226330102189,4.028520932096893,0.8326934273169223,0.044729205693296595,0.9483871311111111,205558.24951875777,-205558.60811099072,"{'congested': True, 'oom': False}",arrival_rate,500,6,48
our,0.41937206690012396,3.11909592117677,0.3769764577786058,0.04239560912151821,0.9440204355555556,1000.0,-998.9777644133238,"{'congested': True, 'oom': False}",arrival_rate,600,6,48
ffd-m,1.237705052561169,4.3059714013183195,1.1817177056223935,0.055987346938775516,0.9776973955555556,1647593.778411173,-1647595.6609650345,"{'congested': True, 'oom': False}",arrival_rate,600,6,48
cds-m,1.243399496019274,4.30916186670529,1.1860121490804985,0.057387346938775514,0.9776973955555556,1523884.45824379,-1523886.3660794036,"{'congested': True, 'oom': False}",arrival_rate,600,6,48
random-m,1.249552005384463,4.33589484612886,1.194601035996708,0.05495096938775511,0.9406305422222222,2825884.4582437896,-2825886.3701089704,"{'congested': True, 'oom': False}",arrival_rate,600,6,48
greedy-m,1.2489983319150755,4.387032449239594,1.194601035996708,0.05439729591836736,0.9538543644444445,2999077.5064781257,-2999079.364437336,"{'congested': True, 'oom': False}",arrival_rate,600,6,48
lego,1.243399496019274,4.30916186670529,1.1860121490804985,0.057387346938775514,0.9776973955555556,1523884.45824379,-1523886.3660794036,"{'congested': True, 'oom': False}",arrival_rate,600,6,48
drs,1.2389014347947842,4.30916186670529,1.1860121490804985,0.05288928571428571,0.9776973955555556,1523884.45824379,-1523886.3435890973,"{'congested': True, 'oom': False}",arrival_rate,600,6,48
our,0.3674047337070782,3.1342447940056077,0.3259450802679248,0.04145965343915344,0.9415232733333333,76462.02912189881,-76460.73190077335,"{'congested': True, 'oom': False}",arrival_rate,700,6,48
ffd-m,0.6128205844688793,3.805355069947255,0.5610476380403079,0.05177294642857143,0.9586447977777778,934701.8576015794,-934701.1163494318,"{'congested': True, 'oom': False}",arrival_rate,700,6,48
cds-m,0.858044513040308,3.9698221403567193,0.8067619237545938,0.05128258928571429,0.9586447977777778,2512182.600642211,-2512182.9210426356,"{'congested': True, 'oom': False}",arrival_rate,700,6,48
random-m,0.22631832186939596,3.4858557172615114,0.19093034898579808,0.035387972883597886,0.9083541222222222,2000.0,-1997.6457358920854,"{'congested': True, 'oom': False}",arrival_rate,700,6,48
greedy-m,0.23035758969319303,3.4975419561479444,0.19509877421700256,0.03525881547619048,0.9215779444444444,2000.0,-1997.654245992318,"{'congested': True, 'oom': False}",arrival_rate,700,6,48
lego,0.858044513040308,3.9698221403567193,0.8067619237545938,0.05128258928571429,0.9586447977777778,2512182.600642211,-2512182.9210426356,"{'congested': True, 'oom': False}",arrival_rate,700,6,48
drs,0.2268821671074912,3.485855717261512,0.19093034898579808,0.03595181812169313,0.9083541222222222,2000.0,-1997.648555118276,"{'congested': True, 'oom': False}",arrival_rate,700,6,48
our,0.5082925927963431,3.0286835364612146,0.46677089480890793,0.04152169798743518,0.9450397288888889,61756.65558659052,-61756.168366018035,"{'congested': True, 'oom': False}",arrival_rate,800,6,48
ffd-m,0.9416501076600617,3.477236083009176,0.9010920829687037,0.040558024691358024,0.9729671533333333,446663.5565241329,-446664.7875385882,"{'congested': True, 'oom': False}",arrival_rate,800,6,48
cds-m,0.9417167743267284,3.477236083009176,0.9010920829687037,0.040624691358024684,0.9729671533333333,891327.1130482662,-891328.3443960547,"{'congested': True, 'oom': False}",arrival_rate,800,6,48
random-m,0.9428633669193209,3.477236083009176,0.9010920829687037,0.04177128395061729,0.9729671533333333,446663.5565241329,-446664.7936048845,"{'congested': True, 'oom': False}",arrival_rate,800,6,48
greedy-m,0.9407072426477286,3.487632241673897,0.9051692426477287,0.035538,0.97171144,2448660.446381599,-2448661.6622855705,"{'congested': True, 'oom': False}",arrival_rate,800,6,48
lego,0.9417167743267284,3.477236083009176,0.9010920829687037,0.040624691358024684,0.9729671533333333,891327.1130482662,-891328.3443960547,"{'congested': True, 'oom': False}",arrival_rate,800,6,48
drs,0.937669589141543,3.477236083009176,0.9010920829687035,0.03657750617283951,0.9729671533333333,446663.5565241329,-446664.7676359956,"{'congested': True, 'oom': False}",arrival_rate,800,6,48
our,0.18472018498970894,3.794470058268298,0.12905245747648142,0.05566772751322751,0.8990991955555555,0.0,2.8708691333197534,"{'congested': False, 'oom': False}",arrival_rate,200,7,49
ffd-m,0.8044442663702026,4.486277526136819,0.7536711552590915,0.050773111111111116,0.9661510444444444,426798.26092071197,-426797.7968645177,"{'congested': True, 'oom': False}",arrival_rate,200,7,49
cds-m,0.8060291713316077,4.501453847060004,0.7615100602204966,0.044519111111111107,0.9793748666666666,426798.26092071197,-426797.7896127216,"{'congested': True, 'oom': False}",arrival_rate,200,7,49
random-m,0.8038428873659541,4.476347511087759,0.7557335540326208,0.048109333333333344,0.9661510444444444,426798.26092071197,-426797.80378763773,"{'congested': True, 'oom': False}",arrival_rate,200,7,49
greedy-m,0.8136017923273596,4.4915238320109445,0.7635724589940263,0.050029333333333335,0.9793748666666666,426798.26092071197,-426797.83740584156,"{'congested': True, 'oom': False}",arrival_rate,200,7,49
lego,0.8060291713316077,4.501453847060004,0.7615100602204966,0.044519111111111107,0.9793748666666666,426798.26092071197,-426797.7896127216,"{'congested': True, 'oom': False}",arrival_rate,200,7,49
drs,0.80599539355383,4.501453847060004,0.7615100602204966,0.04448533333333333,0.9793748666666666,426798.26092071197,-426797.7894438327,"{'congested': True, 'oom': False}",arrival_rate,200,7,49
our,0.27214081781492394,3.66771136576557,0.22183007707418323,0.05031074074074074,0.9499478955555556,0.0,2.30700727669095,"{'congested': False, 'oom': False}",arrival_rate,300,7,49
ffd-m,1.7924613783847292,4.438450823850179,1.7388280450513958,0.05363333333333334,0.97548262,1241572.0183250671,-1241576.5421811352,"{'congested': True, 'oom': False}",arrival_rate,300,7,49
cds-m,1.7924613783847292,4.438450823850179,1.7388280450513958,0.05363333333333334,0.97548262,1241572.0183250671,-1241576.5421811352,"{'congested': True, 'oom': False}",arrival_rate,300,7,49
random-m,1.7871905450513959,4.438450823850179,1.7388280450513958,0.0483625,0.97548262,1241572.0183250671,-1241576.5158269685,"{'congested': True, 'oom': False}",arrival_rate,300,7,49
greedy-m,1.610539602419721,4.423415152101791,1.5541687690863877,0.05637083333333333,0.97548262,1075231.8983409356,-1075235.5276237957,"{'congested': True, 'oom': False}",arrival_rate,300,7,49
lego,1.7924613783847292,4.438450823850179,1.7388280450513958,0.05363333333333334,0.97548262,1241572.0183250671,-1241576.5421811352,"{'congested': True, 'oom': False}",arrival_rate,300,7,49
drs,1.791461378384729,4.438450823850179,1.7388280450513958,0.05263333333333334,0.97548262,1241572.0183250671,-1241576.5371811353,"{'congested': True, 'oom': False}",arrival_rate,300,7,49
our,0.17802230529770477,3.1455106271725315,0.14005625512763675,0.03796605017006802,0.8785257422222222,1000.0,-997.744600899316,"{'congested': True, 'oom': False}",arrival_rate,400,7,49
ffd-m,3.1139852594540476,4.416510441388768,3.05974559003256,0.0542396694214876,0.97548262,4900580.18295954,-4900591.336375396,"{'congested': True, 'oom': False}",arrival_rate,400,7,49
cds-m,3.1139852594540476,4.416510441388768,3.05974559003256,0.0542396694214876,0.97548262,4900580.18295954,-4900591.336375396,"{'congested': True, 'oom': False}",arrival_rate,400,7,49
random-m,3.104494350363139,4.416510441388768,3.05974559003256,0.04474876033057852,0.97548262,4900580.18295954,-4900591.2889208505,"{'congested': True, 'oom': False}",arrival_rate,400,7,49
greedy-m,3.1139852594540476,4.416510441388768,3.05974559003256,0.0542396694214876,0.97548262,4900580.18295954,-4900591.336375396,"{'congested': True, 'oom': False}",arrival_rate,400,7,49
lego,3.1139852594540476,4.416510441388768,3.05974559003256,0.0542396694214876,0.97548262,4900580.18295954,-4900591.336375396,"{'congested': True, 'oom': False}",arrival_rate,400,7,49
drs,3.1139852594540476,4.416510441388768,3.05974559003256,0.0542396694214876,0.97548262,4900580.18295954,-4900591.336375396,"{'congested': True, 'oom': False}",arrival_rate,400,7,49
our,0.38750434249858223,3.0992745790653937,0.3493999710700108,0.038104371428571426,0.9316109933333333,1000.0,-998.8382471334276,"{'congested': True, 'oom': False}",arrival_rate,500,7,49
ffd-m,4.019554839008445,4.406930534327769,3.962221505675112,0.05733333333333333,0.9848461155555556,8889042.640800158,-8889058.331643818,"{'congested': True, 'oom': False}",arrival_rate,500,7,49
cds-m,4.019554839008445,4.406930534327769,3.962221505675112,0.05733333333333333,0.9848461155555556,8889042.640800158,-8889058.331643818,"{'congested': True, 'oom': False}",arrival_rate,500,7,49
